amount,date,category_name,type
4717.0,1632054614000.0,Freelancing,Income
23.09,1620610668000.0,Subscriptions,Expense
4706.94,1651038760000.0,Clothing,Expense
626.18,1614459618000.0,Freelancing,Income
3827.86,1585655911000.0,Gifts Received,Income
3967.0,1647199674000.0,Salary,Income
605.23,1652397050000.0,Clothing,Expense
701.9,1625073873000.0,Salary,Income
992.9,1589169864000.0,Freelancing,Income
2213.48,1708254009000.0,Leisure,Expense
241.2,1583181012000.0,Dining Out,Expense
968.12,1592685001000.0,Dining Out,Expense
1083.82,1600362865000.0,Freelancing,Income
3694.56,1662096370000.0,Salary,Income
470.58,1657821375000.0,Salary,Income
3389.6,1594900781000.0,Transportation,Expense
542.57,1687088268000.0,Salary,Income
3859.63,1675395437000.0,Salary,Income
1480.68,1602074610000.0,Salary,Income
974.66,1684373903000.0,Dining Out,Expense
88.31,1615568129000.0,Utilities,Expense
808.22,1641198615000.0,Dining Out,Expense
4932.08,1607883415000.0,Transportation,Expense
982.19,1712117641000.0,Gifts Received,Income
636.79,1610221555000.0,Pet Care,Expense
3801.44,1717945115000.0,Pet Care,Expense
2293.81,1718831645000.0,Dining Out,Expense
3359.14,1645431010000.0,Freelancing,Income
1673.54,1711101877000.0,Transportation,Expense
414.0,1602059174000.0,Groceries,Expense
220.24,1641745069000.0,Leisure,Expense
45.56,1610660236000.0,Freelancing,Income
2007.23,1661963644000.0,Pet Care,Expense
3347.45,1666225213000.0,Subscriptions,Expense
2989.77,1682509784000.0,Gifts Received,Income
1593.9,1641170945000.0,Clothing,Expense
1791.43,1691346233000.0,Pet Care,Expense
539.88,1636357980000.0,Electronics,Expense
2851.1,1616566106000.0,Bonus,Income
1213.09,1606509468000.0,Salary,Income
4265.47,1624850813000.0,Gifts Received,Income
115.71,1635307549000.0,Rent,Expense
3463.67,1651531438000.0,Salary,Income
1824.97,1695803983000.0,Gifts Received,Income
1964.83,1687455679000.0,Bonus,Income
4942.52,1646101525000.0,Transportation,Expense
1451.2,1592845560000.0,Groceries,Expense
104.93,1709466429000.0,Transportation,Expense
432.72,1721035455000.0,Electronics,Expense
1598.83,1678420902000.0,Groceries,Expense
1399.74,1608159631000.0,Gifts Received,Income
4387.18,1662790323000.0,Gifts Received,Income
4395.66,1691591131000.0,Travel,Expense
1602.02,1705304482000.0,Transportation,Expense
1907.57,1643964984000.0,Travel,Expense
447.96,1652386789000.0,Groceries,Expense
2947.08,1616736192000.0,Pet Care,Expense
330.77,1675278337000.0,Clothing,Expense
3635.87,1705403174000.0,Dining Out,Expense
868.28,1676551062000.0,Travel,Expense
3495.4,1660557330000.0,Freelancing,Income
2719.23,1583493864000.0,Gifts Received,Income
3108.57,1587177284000.0,Groceries,Expense
3531.68,1592509195000.0,Salary,Income
2124.06,1642174291000.0,Salary,Income
852.8,1645746379000.0,Freelancing,Income
702.51,1681097693000.0,Transportation,Expense
2600.04,1660851830000.0,Bonus,Income
4470.75,1675239972000.0,Salary,Income
4359.2,1610600358000.0,Travel,Expense
4967.55,1721422194000.0,Rent,Expense
4897.41,1641290081000.0,Clothing,Expense
3372.04,1696589797000.0,Travel,Expense
4310.23,1682112595000.0,Subscriptions,Expense
3023.7,1579948340000.0,Clothing,Expense
4893.68,1683321775000.0,Freelancing,Income
700.51,1646431103000.0,Gifts Received,Income
4993.49,1658602248000.0,Bonus,Income
3787.58,1602059587000.0,Electronics,Expense
2136.28,1641042735000.0,Freelancing,Income
2394.1,1657672052000.0,Gifts Received,Income
2046.43,1634308393000.0,Electronics,Expense
123.85,1620843869000.0,Salary,Income
2299.99,1695634984000.0,Leisure,Expense
921.19,1662976726000.0,Electronics,Expense
2574.1,1686895523000.0,Freelancing,Income
2238.28,1586928244000.0,Rent,Expense
4947.56,1651394318000.0,Gifts Received,Income
2751.93,1599333419000.0,Pet Care,Expense
2319.53,1709824328000.0,Pet Care,Expense
4042.31,1704294403000.0,Clothing,Expense
678.76,1688686659000.0,Pet Care,Expense
2401.88,1667151238000.0,Salary,Income
4872.68,1691211208000.0,Salary,Income
1482.63,1604786529000.0,Gifts Received,Income
4798.0,1620875039000.0,Freelancing,Income
147.6,1647890420000.0,Bonus,Income
3866.26,1713751337000.0,Electronics,Expense
2414.75,1595648518000.0,Gifts Received,Income
4767.03,1672287518000.0,Pet Care,Expense
4337.15,1690809773000.0,Freelancing,Income
402.31,1665549409000.0,Bonus,Income
197.85,1699508324000.0,Bonus,Income
22.81,1585178748000.0,Leisure,Expense
1349.58,1591818370000.0,Gifts Received,Income
2806.33,1627155428000.0,Bonus,Income
4962.1,1696858815000.0,Gifts Received,Income
3869.93,1614368778000.0,Travel,Expense
618.33,1578662455000.0,Leisure,Expense
3168.47,1685385046000.0,Salary,Income
2467.54,1631540509000.0,Pet Care,Expense
2008.1,1659852992000.0,Pet Care,Expense
747.03,1662047255000.0,Gifts Received,Income
4255.06,1599907198000.0,Pet Care,Expense
4104.38,1607587019000.0,Clothing,Expense
1922.82,1620198339000.0,Groceries,Expense
3195.05,1644839247000.0,Gifts Received,Income
3927.7,1716444112000.0,Salary,Income
1298.55,1612758360000.0,Pet Care,Expense
1818.04,1687976616000.0,Bonus,Income
3486.73,1663571251000.0,Subscriptions,Expense
4033.99,1699032697000.0,Dining Out,Expense
1955.75,1706247054000.0,Bonus,Income
3391.77,1613675564000.0,Bonus,Income
3602.09,1647812522000.0,Subscriptions,Expense
1810.07,1624401120000.0,Dining Out,Expense
1095.13,1665767402000.0,Freelancing,Income
1904.71,1653477595000.0,Salary,Income
4637.46,1631161586000.0,Gifts Received,Income
2533.88,1600488870000.0,Bonus,Income
3307.09,1689098737000.0,Transportation,Expense
3150.28,1676513557000.0,Salary,Income
1079.96,1626658725000.0,Bonus,Income
1202.45,1683460988000.0,Salary,Income
1825.23,1679122873000.0,Freelancing,Income
1219.27,1638097106000.0,Salary,Income
3284.78,1583402711000.0,Dining Out,Expense
1220.03,1584002786000.0,Salary,Income
4332.74,1639229933000.0,Bonus,Income
3816.03,1601717665000.0,Dining Out,Expense
3998.75,1701968035000.0,Freelancing,Income
2660.53,1631054879000.0,Subscriptions,Expense
3664.35,1648108683000.0,Groceries,Expense
986.17,1623133283000.0,Gifts Received,Income
3485.02,1591196712000.0,Travel,Expense
4535.02,1685485188000.0,Bonus,Income
3175.05,1692966070000.0,Freelancing,Income
2811.58,1647672373000.0,Rent,Expense
689.4,1617897515000.0,Bonus,Income
1772.38,1601740401000.0,Leisure,Expense
1500.19,1676599614000.0,Groceries,Expense
4797.15,1623500212000.0,Dining Out,Expense
1717.74,1609337841000.0,Leisure,Expense
2983.53,1581625741000.0,Gifts Received,Income
3753.23,1718986683000.0,Utilities,Expense
394.27,1694645233000.0,Rent,Expense
712.04,1699628077000.0,Utilities,Expense
1374.58,1710483920000.0,Leisure,Expense
1790.49,1609649716000.0,Bonus,Income
2757.25,1638096251000.0,Transportation,Expense
4530.65,1632364619000.0,Bonus,Income
3459.81,1628982009000.0,Utilities,Expense
1118.0,1649291482000.0,Bonus,Income
1463.49,1655132403000.0,Bonus,Income
4884.02,1710489055000.0,Freelancing,Income
1621.57,1680395279000.0,Subscriptions,Expense
1720.76,1612786916000.0,Bonus,Income
3443.5,1693611717000.0,Groceries,Expense
679.43,1633293563000.0,Freelancing,Income
2278.68,1635702516000.0,Salary,Income
1926.97,1653791641000.0,Gifts Received,Income
3339.34,1628664988000.0,Subscriptions,Expense
4816.65,1690128071000.0,Gifts Received,Income
1287.38,1626250869000.0,Gifts Received,Income
144.71,1687495552000.0,Freelancing,Income
1961.88,1617009436000.0,Freelancing,Income
2855.53,1585556925000.0,Salary,Income
101.87,1655731278000.0,Travel,Expense
4749.15,1648113059000.0,Salary,Income
1554.51,1641049491000.0,Utilities,Expense
4588.51,1698894933000.0,Transportation,Expense
2204.13,1644494145000.0,Freelancing,Income
4761.39,1677060674000.0,Dining Out,Expense
4139.1,1700824292000.0,Clothing,Expense
1543.57,1600848501000.0,Rent,Expense
3251.41,1580607118000.0,Gifts Received,Income
3039.43,1703701248000.0,Salary,Income
1831.97,1613593727000.0,Gifts Received,Income
3927.38,1664603881000.0,Rent,Expense
1277.5,1684550980000.0,Utilities,Expense
2208.38,1634799944000.0,Gifts Received,Income
551.89,1680776977000.0,Dining Out,Expense
3742.69,1691459498000.0,Dining Out,Expense
4476.61,1646616834000.0,Travel,Expense
1244.41,1597443918000.0,Bonus,Income
4576.84,1603409574000.0,Groceries,Expense
3322.7,1593604405000.0,Subscriptions,Expense
594.39,1591822072000.0,Freelancing,Income
79.98,1667188907000.0,Freelancing,Income
3025.18,1640876569000.0,Bonus,Income
4548.6,1704251758000.0,Leisure,Expense
4209.42,1672943932000.0,Transportation,Expense
3718.45,1590050200000.0,Clothing,Expense
1143.71,1579275878000.0,Gifts Received,Income
490.65,1645927301000.0,Travel,Expense
2836.43,1713270160000.0,Bonus,Income
1089.94,1680090378000.0,Salary,Income
570.43,1659036898000.0,Bonus,Income
2824.84,1683783818000.0,Subscriptions,Expense
5.89,1677399836000.0,Bonus,Income
4252.36,1613334235000.0,Freelancing,Income
4317.08,1588872604000.0,Bonus,Income
1589.66,1625983064000.0,Gifts Received,Income
655.53,1647708309000.0,Electronics,Expense
2802.75,1623431390000.0,Pet Care,Expense
4435.38,1713056680000.0,Dining Out,Expense
4402.61,1710132483000.0,Bonus,Income
2263.49,1668883861000.0,Freelancing,Income
3243.22,1703487374000.0,Dining Out,Expense
3023.33,1613248680000.0,Travel,Expense
2041.03,1601897897000.0,Salary,Income
1488.69,1663012437000.0,Gifts Received,Income
3944.25,1720217754000.0,Clothing,Expense
224.22,1694046870000.0,Clothing,Expense
2232.59,1615899802000.0,Groceries,Expense
501.54,1647739006000.0,Bonus,Income
301.47,1609201351000.0,Bonus,Income
745.34,1661925870000.0,Travel,Expense
1808.95,1589687888000.0,Leisure,Expense
3854.97,1612162042000.0,Travel,Expense
4407.54,1711842629000.0,Electronics,Expense
3618.6,1653263736000.0,Electronics,Expense
2077.26,1674632533000.0,Travel,Expense
3242.92,1693283537000.0,Subscriptions,Expense
3691.66,1653780437000.0,Groceries,Expense
3745.68,1648489810000.0,Bonus,Income
2142.62,1648635182000.0,Freelancing,Income
116.65,1716606998000.0,Rent,Expense
3494.05,1661856267000.0,Freelancing,Income
4566.71,1694810759000.0,Freelancing,Income
1207.98,1622120707000.0,Bonus,Income
3972.48,1662536106000.0,Clothing,Expense
521.89,1709712369000.0,Salary,Income
2645.9,1618438021000.0,Rent,Expense
3111.46,1695942008000.0,Transportation,Expense
1809.67,1592119923000.0,Salary,Income
709.7,1628546015000.0,Bonus,Income
1948.04,1617728295000.0,Gifts Received,Income
2139.5,1592480962000.0,Gifts Received,Income
2231.29,1639539520000.0,Freelancing,Income
3750.67,1626994824000.0,Salary,Income
2923.69,1587459899000.0,Rent,Expense
3711.18,1704067910000.0,Electronics,Expense
2719.97,1647690139000.0,Bonus,Income
2472.6,1621737148000.0,Freelancing,Income
2722.81,1703231816000.0,Clothing,Expense
3737.45,1694986451000.0,Freelancing,Income
3647.46,1608981767000.0,Transportation,Expense
3336.42,1710688400000.0,Bonus,Income
3937.51,1588783141000.0,Gifts Received,Income
2121.89,1696352738000.0,Gifts Received,Income
1484.99,1673539438000.0,Rent,Expense
4027.87,1708081552000.0,Rent,Expense
871.4,1700715735000.0,Freelancing,Income
928.66,1710172406000.0,Gifts Received,Income
3005.23,1608033340000.0,Electronics,Expense
4435.99,1617576065000.0,Dining Out,Expense
137.04,1611029981000.0,Salary,Income
1886.16,1671682991000.0,Salary,Income
4634.94,1602952821000.0,Salary,Income
15.95,1632522550000.0,Clothing,Expense
2432.62,1654100129000.0,Transportation,Expense
2008.42,1626327396000.0,Rent,Expense
2883.69,1623009545000.0,Gifts Received,Income
3306.94,1714396452000.0,Subscriptions,Expense
1917.13,1651060124000.0,Travel,Expense
323.01,1634847858000.0,Freelancing,Income
3714.39,1578944290000.0,Gifts Received,Income
410.7,1719034385000.0,Leisure,Expense
2568.3,1626304281000.0,Subscriptions,Expense
2593.45,1689614820000.0,Rent,Expense
2232.3,1598458562000.0,Electronics,Expense
4240.06,1643914183000.0,Utilities,Expense
2629.58,1711547392000.0,Bonus,Income
4472.06,1603148065000.0,Salary,Income
1579.3,1666056601000.0,Leisure,Expense
2452.17,1584805966000.0,Dining Out,Expense
3952.85,1654144366000.0,Bonus,Income
2764.91,1610583494000.0,Transportation,Expense
4974.51,1683642351000.0,Electronics,Expense
2463.09,1678113094000.0,Transportation,Expense
2032.51,1606309727000.0,Freelancing,Income
1001.38,1664682361000.0,Gifts Received,Income
4905.37,1619111989000.0,Bonus,Income
4090.06,1585584141000.0,Salary,Income
2093.34,1599593446000.0,Pet Care,Expense
1090.38,1701379703000.0,Freelancing,Income
2870.22,1706646921000.0,Clothing,Expense
1960.43,1699721398000.0,Groceries,Expense
3818.29,1650127817000.0,Groceries,Expense
385.22,1579395164000.0,Bonus,Income
3976.93,1666263065000.0,Leisure,Expense
1945.7,1589603288000.0,Travel,Expense
4604.7,1699465441000.0,Gifts Received,Income
2351.56,1665052031000.0,Clothing,Expense
1339.54,1612550926000.0,Freelancing,Income
3446.55,1634571559000.0,Freelancing,Income
2381.63,1590901241000.0,Pet Care,Expense
3748.93,1653788088000.0,Bonus,Income
1709.39,1664583712000.0,Travel,Expense
766.59,1592740768000.0,Dining Out,Expense
3019.18,1596818053000.0,Leisure,Expense
3886.2,1680212049000.0,Freelancing,Income
4043.8,1602677172000.0,Gifts Received,Income
2788.7,1684900963000.0,Bonus,Income
4338.36,1646331839000.0,Freelancing,Income
3533.64,1625617610000.0,Groceries,Expense
3481.37,1642282818000.0,Travel,Expense
1790.68,1684916737000.0,Gifts Received,Income
1592.38,1601774504000.0,Bonus,Income
1088.92,1583342956000.0,Gifts Received,Income
4473.89,1633727566000.0,Subscriptions,Expense
2607.06,1621572257000.0,Bonus,Income
3253.41,1682121153000.0,Transportation,Expense
1812.45,1685850616000.0,Salary,Income
3148.56,1654320094000.0,Groceries,Expense
3513.39,1619208409000.0,Subscriptions,Expense
1643.78,1610210649000.0,Rent,Expense
2002.9,1657973709000.0,Freelancing,Income
1079.75,1709597027000.0,Subscriptions,Expense
4671.59,1693893529000.0,Groceries,Expense
3462.36,1661075385000.0,Salary,Income
3533.36,1613078796000.0,Leisure,Expense
663.89,1674217008000.0,Gifts Received,Income
471.19,1603636533000.0,Gifts Received,Income
2059.56,1676475240000.0,Leisure,Expense
2169.96,1715447503000.0,Groceries,Expense
4457.91,1631485733000.0,Transportation,Expense
1451.66,1709268982000.0,Bonus,Income
777.35,1697405736000.0,Freelancing,Income
3465.94,1682010188000.0,Utilities,Expense
3488.84,1705730104000.0,Subscriptions,Expense
1755.84,1649902590000.0,Freelancing,Income
3287.19,1691400344000.0,Salary,Income
41.31,1602052077000.0,Bonus,Income
1545.34,1691256936000.0,Travel,Expense
4486.38,1676684407000.0,Groceries,Expense
1555.92,1627857712000.0,Gifts Received,Income
4194.01,1694362620000.0,Freelancing,Income
1928.33,1692191294000.0,Transportation,Expense
136.78,1602783595000.0,Utilities,Expense
1598.31,1588688217000.0,Gifts Received,Income
177.13,1715632248000.0,Travel,Expense
1911.77,1669573233000.0,Salary,Income
3000.14,1702263311000.0,Gifts Received,Income
1169.4,1638028138000.0,Salary,Income
2843.84,1619459404000.0,Rent,Expense
3044.54,1710798854000.0,Pet Care,Expense
3917.42,1719373501000.0,Leisure,Expense
3268.87,1718675320000.0,Gifts Received,Income
12.0,1600373752000.0,Gifts Received,Income
1351.52,1655868198000.0,Travel,Expense
3373.05,1703523426000.0,Gifts Received,Income
1287.51,1695234929000.0,Utilities,Expense
4695.42,1599088759000.0,Clothing,Expense
2181.46,1706044624000.0,Bonus,Income
2539.14,1658469401000.0,Utilities,Expense
879.46,1617724462000.0,Gifts Received,Income
4718.94,1612140099000.0,Bonus,Income
105.1,1658473533000.0,Gifts Received,Income
4106.14,1644584217000.0,Bonus,Income
4870.43,1718249654000.0,Clothing,Expense
3044.28,1692651582000.0,Freelancing,Income
2847.02,1657150946000.0,Pet Care,Expense
1417.61,1590645160000.0,Bonus,Income
4197.69,1598377241000.0,Electronics,Expense
224.96,1589938271000.0,Freelancing,Income
23.65,1715651860000.0,Pet Care,Expense
1370.57,1606729090000.0,Salary,Income
4672.87,1714910190000.0,Pet Care,Expense
3335.14,1691895055000.0,Salary,Income
2250.42,1688702252000.0,Bonus,Income
82.99,1603196152000.0,Freelancing,Income
3501.7,1702567077000.0,Freelancing,Income
2921.63,1645853065000.0,Bonus,Income
4541.02,1673254233000.0,Freelancing,Income
3992.31,1646250315000.0,Subscriptions,Expense
1684.28,1599783048000.0,Utilities,Expense
2161.24,1712975572000.0,Freelancing,Income
383.79,1582203894000.0,Salary,Income
3431.44,1608421124000.0,Subscriptions,Expense
1304.54,1702089921000.0,Gifts Received,Income
1421.15,1626031374000.0,Utilities,Expense
2877.84,1626744322000.0,Freelancing,Income
1621.7,1683316883000.0,Bonus,Income
2043.23,1589982244000.0,Gifts Received,Income
1716.44,1600191340000.0,Gifts Received,Income
4506.3,1689569877000.0,Salary,Income
2358.67,1657732346000.0,Clothing,Expense
4497.64,1662107533000.0,Subscriptions,Expense
1504.01,1699974435000.0,Leisure,Expense
279.43,1698618771000.0,Gifts Received,Income
4356.6,1648988564000.0,Salary,Income
3778.09,1669463049000.0,Dining Out,Expense
3146.3,1628082099000.0,Travel,Expense
2865.28,1634491435000.0,Salary,Income
3356.19,1627517219000.0,Utilities,Expense
1104.45,1598830362000.0,Freelancing,Income
3849.13,1647446856000.0,Leisure,Expense
2746.81,1606379719000.0,Bonus,Income
4834.22,1694280210000.0,Transportation,Expense
8.67,1721278667000.0,Transportation,Expense
738.0,1582645881000.0,Salary,Income
1752.04,1579406361000.0,Salary,Income
4457.78,1683847447000.0,Utilities,Expense
734.26,1609157383000.0,Salary,Income
1269.39,1581408226000.0,Dining Out,Expense
3144.71,1623933057000.0,Electronics,Expense
3736.29,1705912690000.0,Gifts Received,Income
525.65,1701360869000.0,Transportation,Expense
981.69,1686574146000.0,Subscriptions,Expense
444.8,1708490374000.0,Freelancing,Income
4414.09,1659115451000.0,Freelancing,Income
1507.96,1674669195000.0,Bonus,Income
2308.29,1683864463000.0,Gifts Received,Income
4451.07,1659076978000.0,Gifts Received,Income
2223.04,1601357577000.0,Freelancing,Income
4068.77,1611415255000.0,Salary,Income
3066.77,1614106175000.0,Bonus,Income
4704.8,1581561589000.0,Clothing,Expense
692.55,1629051244000.0,Gifts Received,Income
3749.77,1607878083000.0,Bonus,Income
4811.55,1582100963000.0,Travel,Expense
1947.08,1628358416000.0,Salary,Income
126.09,1585034977000.0,Gifts Received,Income
4791.53,1633997811000.0,Electronics,Expense
1774.1,1706985713000.0,Salary,Income
999.41,1616801330000.0,Freelancing,Income
3772.15,1642739182000.0,Gifts Received,Income
297.92,1694814277000.0,Groceries,Expense
3217.11,1722407848000.0,Pet Care,Expense
3692.64,1629081408000.0,Salary,Income
1992.74,1600943761000.0,Gifts Received,Income
3724.58,1658610225000.0,Dining Out,Expense
1221.59,1702236651000.0,Bonus,Income
1827.92,1617606112000.0,Gifts Received,Income
4324.73,1705072277000.0,Electronics,Expense
4919.28,1691080543000.0,Freelancing,Income
1301.88,1583693210000.0,Pet Care,Expense
351.63,1609098476000.0,Travel,Expense
2924.99,1622421803000.0,Bonus,Income
389.91,1618748732000.0,Salary,Income
4968.1,1697358366000.0,Freelancing,Income
2512.41,1708040569000.0,Salary,Income
2009.56,1704401218000.0,Bonus,Income
2352.45,1583105590000.0,Freelancing,Income
2556.1,1698499306000.0,Freelancing,Income
3603.02,1642967201000.0,Salary,Income
3356.4,1631879570000.0,Salary,Income
3541.14,1656976403000.0,Utilities,Expense
1844.93,1682988333000.0,Pet Care,Expense
84.86,1591502519000.0,Freelancing,Income
3591.93,1667453993000.0,Gifts Received,Income
19.04,1579950536000.0,Pet Care,Expense
2482.4,1605395328000.0,Groceries,Expense
1391.92,1693740394000.0,Gifts Received,Income
874.5,1689418034000.0,Freelancing,Income
274.92,1710901117000.0,Gifts Received,Income
2660.14,1655887395000.0,Groceries,Expense
2423.28,1587769933000.0,Gifts Received,Income
2759.26,1708698149000.0,Rent,Expense
2269.46,1685121583000.0,Bonus,Income
1306.49,1708323532000.0,Dining Out,Expense
14.31,1715636076000.0,Pet Care,Expense
1410.85,1708806860000.0,Gifts Received,Income
3915.67,1640088534000.0,Transportation,Expense
4191.68,1594128489000.0,Clothing,Expense
2068.69,1719650016000.0,Salary,Income
1512.93,1582942351000.0,Freelancing,Income
4593.45,1691114182000.0,Clothing,Expense
44.3,1662618579000.0,Clothing,Expense
978.78,1594881688000.0,Bonus,Income
1746.96,1649733332000.0,Clothing,Expense
3188.84,1689807682000.0,Freelancing,Income
2752.34,1704897495000.0,Bonus,Income
4044.42,1609227840000.0,Dining Out,Expense
4583.45,1710655657000.0,Electronics,Expense
1805.67,1670920583000.0,Freelancing,Income
2304.12,1698179630000.0,Gifts Received,Income
2690.65,1694932800000.0,Rent,Expense
1555.93,1583422117000.0,Pet Care,Expense
2739.11,1621140815000.0,Groceries,Expense
4963.77,1655145505000.0,Rent,Expense
4330.88,1629426843000.0,Bonus,Income
3518.18,1703797570000.0,Leisure,Expense
4573.72,1670137631000.0,Bonus,Income
3723.07,1695437642000.0,Freelancing,Income
867.77,1640141504000.0,Utilities,Expense
2361.44,1714100687000.0,Dining Out,Expense
4950.74,1636812698000.0,Electronics,Expense
984.01,1668877489000.0,Utilities,Expense
1812.85,1703590029000.0,Freelancing,Income
1604.32,1613044409000.0,Travel,Expense
4042.53,1656590563000.0,Groceries,Expense
2205.31,1682622678000.0,Freelancing,Income
3083.58,1689733492000.0,Electronics,Expense
3069.94,1674542167000.0,Bonus,Income
2283.64,1704625534000.0,Salary,Income
3746.81,1621326656000.0,Utilities,Expense
599.28,1633455333000.0,Gifts Received,Income
707.65,1653654731000.0,Pet Care,Expense
1706.87,1600970160000.0,Salary,Income
3422.5,1707461534000.0,Freelancing,Income
2097.34,1612490893000.0,Electronics,Expense
3450.42,1624350677000.0,Freelancing,Income
4475.96,1631381838000.0,Clothing,Expense
801.03,1619793445000.0,Leisure,Expense
2023.08,1709956903000.0,Electronics,Expense
760.57,1604922937000.0,Transportation,Expense
1779.84,1689498151000.0,Salary,Income
3252.27,1710370116000.0,Pet Care,Expense
4773.06,1659344135000.0,Gifts Received,Income
2483.35,1640843676000.0,Freelancing,Income
56.6,1634052426000.0,Travel,Expense
3310.58,1590462909000.0,Transportation,Expense
2461.89,1582703694000.0,Gifts Received,Income
246.73,1674147884000.0,Gifts Received,Income
153.5,1647846916000.0,Transportation,Expense
4564.43,1673680034000.0,Bonus,Income
3675.35,1620408531000.0,Gifts Received,Income
4696.44,1624732844000.0,Bonus,Income
1476.91,1712984788000.0,Groceries,Expense
3384.78,1586415083000.0,Freelancing,Income
4567.72,1594923301000.0,Electronics,Expense
4030.26,1668496783000.0,Dining Out,Expense
868.34,1693427001000.0,Leisure,Expense
64.96,1608430199000.0,Bonus,Income
4432.16,1638688502000.0,Salary,Income
3463.26,1610233747000.0,Bonus,Income
3590.37,1637992015000.0,Dining Out,Expense
3173.19,1708394491000.0,Pet Care,Expense
2178.82,1647045402000.0,Bonus,Income
177.35,1669191885000.0,Utilities,Expense
2157.64,1673196072000.0,Gifts Received,Income
2654.68,1590362789000.0,Salary,Income
1738.63,1649637330000.0,Gifts Received,Income
1030.81,1618414835000.0,Groceries,Expense
3236.12,1716181463000.0,Freelancing,Income
4961.46,1605792210000.0,Travel,Expense
46.6,1591368263000.0,Salary,Income
3327.38,1695361411000.0,Freelancing,Income
1072.38,1700548212000.0,Travel,Expense
607.14,1607614571000.0,Bonus,Income
3649.53,1606261929000.0,Gifts Received,Income
1540.89,1605181792000.0,Freelancing,Income
2298.55,1589099285000.0,Freelancing,Income
1167.56,1714012045000.0,Gifts Received,Income
2943.03,1606132872000.0,Electronics,Expense
1076.05,1622674349000.0,Bonus,Income
631.35,1609528115000.0,Electronics,Expense
40.12,1632966145000.0,Bonus,Income
4073.65,1674913379000.0,Salary,Income
1900.61,1619986302000.0,Gifts Received,Income
1838.43,1656249367000.0,Transportation,Expense
4363.32,1696352260000.0,Clothing,Expense
3584.8,1713633789000.0,Rent,Expense
772.16,1711622615000.0,Travel,Expense
2184.51,1604490895000.0,Clothing,Expense
2136.04,1619251644000.0,Bonus,Income
2425.31,1675476683000.0,Salary,Income
3054.45,1667657322000.0,Dining Out,Expense
4008.75,1614819815000.0,Salary,Income
3670.6,1610849922000.0,Bonus,Income
1674.28,1632027723000.0,Gifts Received,Income
3181.26,1695705479000.0,Salary,Income
4486.22,1689435196000.0,Bonus,Income
4618.91,1579605139000.0,Pet Care,Expense
1373.42,1643688328000.0,Salary,Income
435.84,1704984832000.0,Freelancing,Income
4853.69,1669459209000.0,Gifts Received,Income
2219.37,1654809295000.0,Freelancing,Income
3949.75,1713399207000.0,Subscriptions,Expense
1286.6,1623805939000.0,Bonus,Income
1778.61,1600712991000.0,Freelancing,Income
3893.47,1649241227000.0,Bonus,Income
3057.28,1677811922000.0,Clothing,Expense
1188.68,1689236224000.0,Freelancing,Income
2829.06,1674646276000.0,Utilities,Expense
306.07,1643724626000.0,Electronics,Expense
4185.78,1618531024000.0,Utilities,Expense
3261.39,1720010113000.0,Gifts Received,Income
723.77,1691038393000.0,Bonus,Income
1527.24,1639088941000.0,Pet Care,Expense
2398.51,1614879370000.0,Clothing,Expense
2839.06,1692944456000.0,Dining Out,Expense
3274.88,1688806945000.0,Freelancing,Income
1373.7,1687706333000.0,Travel,Expense
4550.04,1700982387000.0,Groceries,Expense
4192.69,1716387580000.0,Travel,Expense
3739.01,1674949866000.0,Salary,Income
4933.84,1585822624000.0,Freelancing,Income
1632.15,1696637013000.0,Salary,Income
1725.91,1616913188000.0,Leisure,Expense
205.47,1580507387000.0,Salary,Income
4657.04,1716707932000.0,Salary,Income
2479.37,1596511258000.0,Transportation,Expense
3747.18,1600590678000.0,Bonus,Income
536.32,1668649489000.0,Leisure,Expense
2044.43,1662337908000.0,Gifts Received,Income
3689.58,1685650533000.0,Freelancing,Income
4849.28,1621943770000.0,Gifts Received,Income
4304.62,1694353590000.0,Subscriptions,Expense
1701.58,1594333479000.0,Gifts Received,Income
4571.02,1683399808000.0,Leisure,Expense
1299.85,1587790472000.0,Bonus,Income
2388.98,1618354094000.0,Bonus,Income
3742.19,1593351407000.0,Salary,Income
4156.12,1717360140000.0,Utilities,Expense
3331.85,1657216120000.0,Pet Care,Expense
3036.14,1690389608000.0,Subscriptions,Expense
1873.85,1685745008000.0,Gifts Received,Income
1495.38,1659524289000.0,Bonus,Income
1695.93,1662040122000.0,Rent,Expense
4588.35,1670220838000.0,Gifts Received,Income
2587.23,1579958038000.0,Utilities,Expense
1361.29,1652936271000.0,Salary,Income
1896.8,1719511215000.0,Freelancing,Income
94.69,1617256117000.0,Bonus,Income
3243.56,1686264500000.0,Gifts Received,Income
1114.05,1697606160000.0,Salary,Income
3286.56,1632898323000.0,Bonus,Income
4003.71,1696520276000.0,Gifts Received,Income
4150.51,1670514305000.0,Pet Care,Expense
2434.9,1686416873000.0,Travel,Expense
4325.78,1630794375000.0,Gifts Received,Income
2969.12,1658774923000.0,Freelancing,Income
3320.29,1600457188000.0,Rent,Expense
3217.6,1587757305000.0,Salary,Income
3832.73,1722099405000.0,Dining Out,Expense
3316.4,1667626561000.0,Transportation,Expense
3471.48,1682521293000.0,Gifts Received,Income
1762.64,1611661182000.0,Subscriptions,Expense
2007.05,1717545721000.0,Gifts Received,Income
1352.55,1723000471000.0,Salary,Income
477.06,1654049505000.0,Bonus,Income
